fund_name,fund_id,month,monthly_net_flow
Total Market Index Fund 47,47,2025-03-01,13077085.5
Value Opportunities Fund 06,6,2025-03-01,4169699.72
Active Growth Fund 10,10,2025-04-01,27982154.29
Active Growth Fund 14,14,2025-04-01,7911914.04
Active Growth Fund 17,17,2025-04-01,14028982.48
Core Equity ETF Fund 12,12,2025-04-01,24650170.76
Core Equity ETF Fund 27,27,2025-04-01,29124506.87
Core Equity ETF Fund 38,38,2025-04-01,19427928.76
Core Plus Bond Fund 21,21,2025-04-01,2066962.01
Core Plus Bond Fund 40,40,2025-04-01,10247339.62
Core Plus Bond Fund 43,43,2025-04-01,13708737.53
Dividend ETF Fund 09,9,2025-04-01,18794354.33
Dividend ETF Fund 23,23,2025-04-01,11830244.47
Dividend ETF Fund 28,28,2025-04-01,17987587.15
Federal Money Market Fund 25,25,2025-04-01,5532046.39
Global Equity Fund 36,36,2025-04-01,13549140.88
Global Equity Fund 50,50,2025-04-01,3706548.17
Growth ETF Fund 03,3,2025-04-01,17392116.08
Growth ETF Fund 22,22,2025-04-01,18608014.66
Growth ETF Fund 37,37,2025-04-01,20979011.98
Growth ETF Fund 42,42,2025-04-01,15460534.09
Growth ETF Fund 46,46,2025-04-01,42227768.66
International ETF Fund 24,24,2025-04-01,-4233369.46
International ETF Fund 33,33,2025-04-01,4315822.39
International ETF Fund 44,44,2025-04-01,3767557.71
International ETF Fund 45,45,2025-04-01,22469098.88
International Index Fund 19,19,2025-04-01,21389635.69
International Index Fund 26,26,2025-04-01,6370794.21
International Index Fund 49,49,2025-04-01,-7699268.77
Large Cap Index Fund 07,7,2025-04-01,-5305430.97
Large Cap Index Fund 08,8,2025-04-01,13197505.41
Large Cap Index Fund 18,18,2025-04-01,9702130.71
Large Cap Index Fund 48,48,2025-04-01,9348877.03
Municipal Bond Fund 13,13,2025-04-01,23370235.02
Municipal Bond Fund 30,30,2025-04-01,13846095.28
Municipal Bond Fund 31,31,2025-04-01,3991290.32
Prime Cash Reserves Fund 02,2,2025-04-01,10810873.67
Prime Cash Reserves Fund 29,29,2025-04-01,12153436.41
Prime Cash Reserves Fund 51,51,2025-04-01,6303643.28
Short Term Bond Fund 32,32,2025-04-01,18905283.71
Short Term Bond Fund 41,41,2025-04-01,12076284.11
Small Cap Index Fund 01,1,2025-04-01,12215802.4
Small Cap Index Fund 20,20,2025-04-01,4479493.52
Small Cap Index Fund 35,35,2025-04-01,10206768.36
Target Retirement 2030 Fund 16,16,2025-04-01,16891990.27
Target Retirement 2030 Fund 34,34,2025-04-01,28382111.17
Target Retirement 2040 Fund 15,15,2025-04-01,31764063.22
Target Retirement 2040 Fund 52,52,2025-04-01,22786518.62
Target Retirement 2050 Fund 05,5,2025-04-01,30055919.85
Total Bond Fund 04,4,2025-04-01,6346904.74
Total Market Index Fund 11,11,2025-04-01,-8185175.76
Total Market Index Fund 39,39,2025-04-01,-7362287.07
Total Market Index Fund 47,47,2025-04-01,7678186.71
Value Opportunities Fund 06,6,2025-04-01,-8826796.57
Active Growth Fund 10,10,2025-05-01,15331551.33
Active Growth Fund 14,14,2025-05-01,2331301.74
Active Growth Fund 17,17,2025-05-01,4093699.38
Core Equity ETF Fund 12,12,2025-05-01,6790065.26
Core Equity ETF Fund 27,27,2025-05-01,21248224.87
Core Equity ETF Fund 38,38,2025-05-01,22208974.47
Core Plus Bond Fund 21,21,2025-05-01,4195400.27
Core Plus Bond Fund 40,40,2025-05-01,-24045657.52
Core Plus Bond Fund 43,43,2025-05-01,4175961.53
Dividend ETF Fund 09,9,2025-05-01,16811506.33
Dividend ETF Fund 23,23,2025-05-01,22516837.64
Dividend ETF Fund 28,28,2025-05-01,7971985.77
Federal Money Market Fund 25,25,2025-05-01,22899779.37
Global Equity Fund 36,36,2025-05-01,-1283697.19
Global Equity Fund 50,50,2025-05-01,-1261054.51
Growth ETF Fund 03,3,2025-05-01,968754.78
Growth ETF Fund 22,22,2025-05-01,3689158.87
Growth ETF Fund 37,37,2025-05-01,6823638.34
Growth ETF Fund 42,42,2025-05-01,9519826.75
Growth ETF Fund 46,46,2025-05-01,21434196.42
International ETF Fund 24,24,2025-05-01,6066580.68
International ETF Fund 33,33,2025-05-01,4014556.15
International ETF Fund 44,44,2025-05-01,2462604.81
International ETF Fund 45,45,2025-05-01,18167709.44
International Index Fund 19,19,2025-05-01,10306964.38
International Index Fund 26,26,2025-05-01,12132576.16
International Index Fund 49,49,2025-05-01,8930329.69
Large Cap Index Fund 07,7,2025-05-01,-5783472.24
Large Cap Index Fund 08,8,2025-05-01,20291326.27
Large Cap Index Fund 18,18,2025-05-01,6204528.14
Large Cap Index Fund 48,48,2025-05-01,1413538.19
Municipal Bond Fund 13,13,2025-05-01,6023889.77
Municipal Bond Fund 30,30,2025-05-01,2720682.7
Municipal Bond Fund 31,31,2025-05-01,11549089.87
Prime Cash Reserves Fund 02,2,2025-05-01,-2303159.04
Prime Cash Reserves Fund 29,29,2025-05-01,13754176.87
Prime Cash Reserves Fund 51,51,2025-05-01,9172625.52
Short Term Bond Fund 32,32,2025-05-01,20795400.5
Short Term Bond Fund 41,41,2025-05-01,1276618.76
Small Cap Index Fund 01,1,2025-05-01,12636750.93
Small Cap Index Fund 20,20,2025-05-01,1320880.16
Small Cap Index Fund 35,35,2025-05-01,19936792.8
Target Retirement 2030 Fund 16,16,2025-05-01,18461424.2
Target Retirement 2030 Fund 34,34,2025-05-01,23827607.79
Target Retirement 2040 Fund 15,15,2025-05-01,17921420.46
Target Retirement 2040 Fund 52,52,2025-05-01,21995658.57
Target Retirement 2050 Fund 05,5,2025-05-01,33967278.98
Total Bond Fund 04,4,2025-05-01,-31466093.83
Total Market Index Fund 11,11,2025-05-01,17338958.03
Total Market Index Fund 39,39,2025-05-01,7456139.64
Total Market Index Fund 47,47,2025-05-01,6700010.29
Value Opportunities Fund 06,6,2025-05-01,5696451.65
Active Growth Fund 10,10,2025-06-01,15755163.79
Active Growth Fund 14,14,2025-06-01,-2396726.71
Active Growth Fund 17,17,2025-06-01,4891027.98
Core Equity ETF Fund 12,12,2025-06-01,10127287.27
Core Equity ETF Fund 27,27,2025-06-01,27733040.85
Core Equity ETF Fund 38,38,2025-06-01,18652617.29
Core Plus Bond Fund 21,21,2025-06-01,3343128.54
Core Plus Bond Fund 40,40,2025-06-01,-2094961.35
Core Plus Bond Fund 43,43,2025-06-01,-321990.55
Dividend ETF Fund 09,9,2025-06-01,10846642.91
Dividend ETF Fund 23,23,2025-06-01,16840294.91
Dividend ETF Fund 28,28,2025-06-01,7995339.68
Federal Money Market Fund 25,25,2025-06-01,8650740.89
Global Equity Fund 36,36,2025-06-01,-3069738.77
Global Equity Fund 50,50,2025-06-01,865323.48
Growth ETF Fund 03,3,2025-06-01,16118335.28
Growth ETF Fund 22,22,2025-06-01,22945617.18
Growth ETF Fund 37,37,2025-06-01,23181990.29
Growth ETF Fund 42,42,2025-06-01,17945653.87
Growth ETF Fund 46,46,2025-06-01,1583168.19
International ETF Fund 24,24,2025-06-01,22809847.43
International ETF Fund 33,33,2025-06-01,5307675.0
International ETF Fund 44,44,2025-06-01,4906986.25
International ETF Fund 45,45,2025-06-01,29670611.78
International Index Fund 19,19,2025-06-01,12171925.78
International Index Fund 26,26,2025-06-01,6404249.06
International Index Fund 49,49,2025-06-01,10628796.99
Large Cap Index Fund 07,7,2025-06-01,-2714958.69
Large Cap Index Fund 08,8,2025-06-01,-14483262.76
Large Cap Index Fund 18,18,2025-06-01,-807983.58
Large Cap Index Fund 48,48,2025-06-01,15089912.27
Municipal Bond Fund 13,13,2025-06-01,13747744.45
Municipal Bond Fund 30,30,2025-06-01,-6015292.12
Municipal Bond Fund 31,31,2025-06-01,-5605947.35
Prime Cash Reserves Fund 02,2,2025-06-01,15201960.62
Prime Cash Reserves Fund 29,29,2025-06-01,885383.47
Prime Cash Reserves Fund 51,51,2025-06-01,12653120.31
Short Term Bond Fund 32,32,2025-06-01,6812572.31
Short Term Bond Fund 41,41,2025-06-01,11193066.25
Small Cap Index Fund 01,1,2025-06-01,11759539.23
Small Cap Index Fund 20,20,2025-06-01,10875771.27
Small Cap Index Fund 35,35,2025-06-01,14325140.03
Target Retirement 2030 Fund 16,16,2025-06-01,20274766.96
Target Retirement 2030 Fund 34,34,2025-06-01,34109642.03
Target Retirement 2040 Fund 15,15,2025-06-01,15733487.86
Target Retirement 2040 Fund 52,52,2025-06-01,24082757.99
Target Retirement 2050 Fund 05,5,2025-06-01,29914893.78
Total Bond Fund 04,4,2025-06-01,-1422663.07
Total Market Index Fund 11,11,2025-06-01,4471821.22
Total Market Index Fund 39,39,2025-06-01,10383581.76
Total Market Index Fund 47,47,2025-06-01,8455332.19
Value Opportunities Fund 06,6,2025-06-01,6713111.39
Active Growth Fund 10,10,2025-07-01,2493973.75
Active Growth Fund 14,14,2025-07-01,14013640.06
Active Growth Fund 17,17,2025-07-01,-1189476.74
Core Equity ETF Fund 12,12,2025-07-01,13319260.4
Core Equity ETF Fund 27,27,2025-07-01,20890624.79
Core Equity ETF Fund 38,38,2025-07-01,16861314.16
Core Plus Bond Fund 21,21,2025-07-01,17236579.82
Core Plus Bond Fund 40,40,2025-07-01,20277230.67
Core Plus Bond Fund 43,43,2025-07-01,3369350.15
Dividend ETF Fund 09,9,2025-07-01,18414309.7
Dividend ETF Fund 23,23,2025-07-01,12904096.84
Dividend ETF Fund 28,28,2025-07-01,-46594749.74
Federal Money Market Fund 25,25,2025-07-01,4888655.3
Global Equity Fund 36,36,2025-07-01,-26475053.52
Global Equity Fund 50,50,2025-07-01,8708445.24
Growth ETF Fund 03,3,2025-07-01,3538930.62
Growth ETF Fund 22,22,2025-07-01,15518011.57
Growth ETF Fund 37,37,2025-07-01,-1060680.49
Growth ETF Fund 42,42,2025-07-01,-32098029.23
Growth ETF Fund 46,46,2025-07-01,40886998.89
International ETF Fund 24,24,2025-07-01,7754333.61
International ETF Fund 33,33,2025-07-01,7743226.9
International ETF Fund 44,44,2025-07-01,-4924609.15
International ETF Fund 45,45,2025-07-01,18238695.15
International Index Fund 19,19,2025-07-01,27105440.89
International Index Fund 26,26,2025-07-01,-1637901.01
International Index Fund 49,49,2025-07-01,3675384.76
Large Cap Index Fund 07,7,2025-07-01,16547690.91
Large Cap Index Fund 08,8,2025-07-01,8299163.8
Large Cap Index Fund 18,18,2025-07-01,4285070.03
Large Cap Index Fund 48,48,2025-07-01,3391015.68
Municipal Bond Fund 13,13,2025-07-01,3906575.22
Municipal Bond Fund 30,30,2025-07-01,17190317.37
Municipal Bond Fund 31,31,2025-07-01,15094034.02
Prime Cash Reserves Fund 02,2,2025-07-01,4605829.47
Prime Cash Reserves Fund 29,29,2025-07-01,15123039.35
Prime Cash Reserves Fund 51,51,2025-07-01,12745644.2
Short Term Bond Fund 32,32,2025-07-01,996959.22
Short Term Bond Fund 41,41,2025-07-01,1535005.31
Small Cap Index Fund 01,1,2025-07-01,-2086779.52
Small Cap Index Fund 20,20,2025-07-01,10329905.06
Small Cap Index Fund 35,35,2025-07-01,8205788.06
Target Retirement 2030 Fund 16,16,2025-07-01,30466357.61
Target Retirement 2030 Fund 34,34,2025-07-01,26252402.31
Target Retirement 2040 Fund 15,15,2025-07-01,26358806.41
Target Retirement 2040 Fund 52,52,2025-07-01,43838672.47
Target Retirement 2050 Fund 05,5,2025-07-01,21152202.76
Total Bond Fund 04,4,2025-07-01,13124567.67
Total Market Index Fund 11,11,2025-07-01,6030841.87
Total Market Index Fund 39,39,2025-07-01,13594446.99
Total Market Index Fund 47,47,2025-07-01,17298661.98
Value Opportunities Fund 06,6,2025-07-01,-3359743.06
Active Growth Fund 10,10,2025-08-01,-3598112.1
Active Growth Fund 14,14,2025-08-01,7939741.94
Active Growth Fund 17,17,2025-08-01,-1568871.74
Core Equity ETF Fund 12,12,2025-08-01,13635805.35
Core Equity ETF Fund 27,27,2025-08-01,19818746.4
Core Equity ETF Fund 38,38,2025-08-01,6511915.3
Core Plus Bond Fund 21,21,2025-08-01,13927460.29
Core Plus Bond Fund 40,40,2025-08-01,5248344.08
Core Plus Bond Fund 43,43,2025-08-01,24177005.66
Dividend ETF Fund 09,9,2025-08-01,28131542.32
Dividend ETF Fund 23,23,2025-08-01,11860393.97
Dividend ETF Fund 28,28,2025-08-01,13294379.4
Federal Money Market Fund 25,25,2025-08-01,3433349.97
Global Equity Fund 36,36,2025-08-01,12704997.17
Global Equity Fund 50,50,2025-08-01,-4218764.38
Growth ETF Fund 03,3,2025-08-01,14957562.39
Growth ETF Fund 22,22,2025-08-01,15438668.94
Growth ETF Fund 37,37,2025-08-01,23875333.3
Growth ETF Fund 42,42,2025-08-01,15190026.09
Growth ETF Fund 46,46,2025-08-01,29766815.72
International ETF Fund 24,24,2025-08-01,13963603.23
International ETF Fund 33,33,2025-08-01,6110415.12
International ETF Fund 44,44,2025-08-01,18536673.7
International ETF Fund 45,45,2025-08-01,35547515.06
International Index Fund 19,19,2025-08-01,-3213544.93
International Index Fund 26,26,2025-08-01,12806765.05
International Index Fund 49,49,2025-08-01,9265870.87
Large Cap Index Fund 07,7,2025-08-01,15998674.85
Large Cap Index Fund 08,8,2025-08-01,1499755.39
Large Cap Index Fund 18,18,2025-08-01,13608182.1
Large Cap Index Fund 48,48,2025-08-01,13249273.58
Municipal Bond Fund 13,13,2025-08-01,7856649.18
Municipal Bond Fund 30,30,2025-08-01,20495811.44
Municipal Bond Fund 31,31,2025-08-01,4114381.48
Prime Cash Reserves Fund 02,2,2025-08-01,21558326.45
Prime Cash Reserves Fund 29,29,2025-08-01,20315930.08
Prime Cash Reserves Fund 51,51,2025-08-01,8805302.46
Short Term Bond Fund 32,32,2025-08-01,13524367.99
Short Term Bond Fund 41,41,2025-08-01,2785954.76
Small Cap Index Fund 01,1,2025-08-01,-17526816.61
Small Cap Index Fund 20,20,2025-08-01,-26245284.34
Small Cap Index Fund 35,35,2025-08-01,10034233.97
Target Retirement 2030 Fund 16,16,2025-08-01,31627926.53
Target Retirement 2030 Fund 34,34,2025-08-01,34159841.05
Target Retirement 2040 Fund 15,15,2025-08-01,29579135.8
Target Retirement 2040 Fund 52,52,2025-08-01,36149327.57
Target Retirement 2050 Fund 05,5,2025-08-01,23060311.56
Total Bond Fund 04,4,2025-08-01,14131738.87
Total Market Index Fund 11,11,2025-08-01,21668067.51
Total Market Index Fund 39,39,2025-08-01,15106542.3
Total Market Index Fund 47,47,2025-08-01,-813808.95
Value Opportunities Fund 06,6,2025-08-01,10697175.58
Active Growth Fund 10,10,2025-09-01,-12860961.57
Active Growth Fund 14,14,2025-09-01,10407595.22
Active Growth Fund 17,17,2025-09-01,2576553.13
Core Equity ETF Fund 12,12,2025-09-01,5910707.66
Core Equity ETF Fund 27,27,2025-09-01,25311060.8
Core Equity ETF Fund 38,38,2025-09-01,24398896.3
Core Plus Bond Fund 21,21,2025-09-01,3569887.78
Core Plus Bond Fund 40,40,2025-09-01,4726932.6
Core Plus Bond Fund 43,43,2025-09-01,14899749.94
Dividend ETF Fund 09,9,2025-09-01,18187949.11
Dividend ETF Fund 23,23,2025-09-01,-1379245.23
Dividend ETF Fund 28,28,2025-09-01,21186578.84
Federal Money Market Fund 25,25,2025-09-01,3394792.64
Global Equity Fund 36,36,2025-09-01,11173935.74
Global Equity Fund 50,50,2025-09-01,120936.72
Growth ETF Fund 03,3,2025-09-01,23729386.28
Growth ETF Fund 22,22,2025-09-01,6034297.98
Growth ETF Fund 37,37,2025-09-01,12812187.71
Growth ETF Fund 42,42,2025-09-01,14450778.81
Growth ETF Fund 46,46,2025-09-01,-3998314.93
International ETF Fund 24,24,2025-09-01,-1993637.45
International ETF Fund 33,33,2025-09-01,15293504.59
International ETF Fund 44,44,2025-09-01,7808842.31
International ETF Fund 45,45,2025-09-01,31568059.6
International Index Fund 19,19,2025-09-01,3119001.94
International Index Fund 26,26,2025-09-01,14374645.39
International Index Fund 49,49,2025-09-01,9724299.01
Large Cap Index Fund 07,7,2025-09-01,22306510.34
Large Cap Index Fund 08,8,2025-09-01,5272681.23
Large Cap Index Fund 18,18,2025-09-01,3549603.27
Large Cap Index Fund 48,48,2025-09-01,12605503.23
Municipal Bond Fund 13,13,2025-09-01,23702540.72
Municipal Bond Fund 30,30,2025-09-01,-2331933.54
Municipal Bond Fund 31,31,2025-09-01,41856.48
Prime Cash Reserves Fund 02,2,2025-09-01,9744168.34
Prime Cash Reserves Fund 29,29,2025-09-01,-7098251.94
Prime Cash Reserves Fund 51,51,2025-09-01,10553736.7
Short Term Bond Fund 32,32,2025-09-01,11212658.76
Short Term Bond Fund 41,41,2025-09-01,-4799043.76
Small Cap Index Fund 01,1,2025-09-01,10793264.12
Small Cap Index Fund 20,20,2025-09-01,8704057.98
Small Cap Index Fund 35,35,2025-09-01,19902047.69
Target Retirement 2030 Fund 16,16,2025-09-01,45622009.27
Target Retirement 2030 Fund 34,34,2025-09-01,35770967.29
Target Retirement 2040 Fund 15,15,2025-09-01,31183518.76
Target Retirement 2040 Fund 52,52,2025-09-01,1675044.66
Target Retirement 2050 Fund 05,5,2025-09-01,20729875.88
Total Bond Fund 04,4,2025-09-01,8634939.43
Total Market Index Fund 11,11,2025-09-01,22260647.22
Total Market Index Fund 39,39,2025-09-01,15936309.48
Total Market Index Fund 47,47,2025-09-01,-2000009.7
Value Opportunities Fund 06,6,2025-09-01,-191933.77
Active Growth Fund 10,10,2025-10-01,9859108.99
Active Growth Fund 14,14,2025-10-01,5903800.72
Active Growth Fund 17,17,2025-10-01,1199113.42
Core Equity ETF Fund 12,12,2025-10-01,7730186.54
Core Equity ETF Fund 27,27,2025-10-01,16647991.31
Core Equity ETF Fund 38,38,2025-10-01,12762608.64
Core Plus Bond Fund 21,21,2025-10-01,11393507.65
Core Plus Bond Fund 40,40,2025-10-01,13266621.91
Core Plus Bond Fund 43,43,2025-10-01,25301385.01
Dividend ETF Fund 09,9,2025-10-01,26389991.57
Dividend ETF Fund 23,23,2025-10-01,16426719.31
Dividend ETF Fund 28,28,2025-10-01,18346207.01
Federal Money Market Fund 25,25,2025-10-01,-1033799.63
Global Equity Fund 36,36,2025-10-01,15249957.58
Global Equity Fund 50,50,2025-10-01,-5129322.15
Growth ETF Fund 03,3,2025-10-01,14047846.74
Growth ETF Fund 22,22,2025-10-01,9242500.28
Growth ETF Fund 37,37,2025-10-01,24492924.57
Growth ETF Fund 42,42,2025-10-01,22928906.54
Growth ETF Fund 46,46,2025-10-01,17587787.66
International ETF Fund 24,24,2025-10-01,17249028.08
International ETF Fund 33,33,2025-10-01,10082622.42
International ETF Fund 44,44,2025-10-01,10566012.01
International ETF Fund 45,45,2025-10-01,28808774.57
International Index Fund 19,19,2025-10-01,25024442.3
International Index Fund 26,26,2025-10-01,9762169.07
International Index Fund 49,49,2025-10-01,12019013.36
Large Cap Index Fund 07,7,2025-10-01,12061358.1
Large Cap Index Fund 08,8,2025-10-01,13148920.17
Large Cap Index Fund 18,18,2025-10-01,18607426.28
Large Cap Index Fund 48,48,2025-10-01,5722245.69
Municipal Bond Fund 13,13,2025-10-01,13186840.39
Municipal Bond Fund 30,30,2025-10-01,29132008.1
Municipal Bond Fund 31,31,2025-10-01,16252670.2
Prime Cash Reserves Fund 02,2,2025-10-01,-3979296.45
Prime Cash Reserves Fund 29,29,2025-10-01,18636459.8
Prime Cash Reserves Fund 51,51,2025-10-01,-5005625.85
Short Term Bond Fund 32,32,2025-10-01,15695362.12
Short Term Bond Fund 41,41,2025-10-01,9079771.66
Small Cap Index Fund 01,1,2025-10-01,19170970.55
Small Cap Index Fund 20,20,2025-10-01,5793264.45
Small Cap Index Fund 35,35,2025-10-01,15656470.71
Target Retirement 2030 Fund 16,16,2025-10-01,27740678.27
Target Retirement 2030 Fund 34,34,2025-10-01,33029162.07
Target Retirement 2040 Fund 15,15,2025-10-01,23745396.3
Target Retirement 2040 Fund 52,52,2025-10-01,29364878.81
Target Retirement 2050 Fund 05,5,2025-10-01,36799081.22
Total Bond Fund 04,4,2025-10-01,14931782.96
Total Market Index Fund 11,11,2025-10-01,23239063.86
Total Market Index Fund 39,39,2025-10-01,3696187.69
Total Market Index Fund 47,47,2025-10-01,-8064135.15
Value Opportunities Fund 06,6,2025-10-01,1482848.63
Active Growth Fund 10,10,2025-11-01,3333051.87
Active Growth Fund 14,14,2025-11-01,7884130.78
Active Growth Fund 17,17,2025-11-01,20826918.16
Core Equity ETF Fund 12,12,2025-11-01,17179060.5
Core Equity ETF Fund 27,27,2025-11-01,10471097.33
Core Equity ETF Fund 38,38,2025-11-01,16631722.7
Core Plus Bond Fund 21,21,2025-11-01,7153323.04
Core Plus Bond Fund 40,40,2025-11-01,13673794.27
Core Plus Bond Fund 43,43,2025-11-01,-4787356.48
Dividend ETF Fund 09,9,2025-11-01,19509372.95
Dividend ETF Fund 23,23,2025-11-01,5614184.67
Dividend ETF Fund 28,28,2025-11-01,22737106.83
Federal Money Market Fund 25,25,2025-11-01,25328706.29
Global Equity Fund 36,36,2025-11-01,3832768.01
Global Equity Fund 50,50,2025-11-01,-720493.93
Growth ETF Fund 03,3,2025-11-01,9452939.74
Growth ETF Fund 22,22,2025-11-01,21112706.44
Growth ETF Fund 37,37,2025-11-01,8122188.05
Growth ETF Fund 42,42,2025-11-01,30848566.56
Growth ETF Fund 46,46,2025-11-01,35886775.14
International ETF Fund 24,24,2025-11-01,13308487.29
International ETF Fund 33,33,2025-11-01,17161518.75
International ETF Fund 44,44,2025-11-01,7837636.8
International ETF Fund 45,45,2025-11-01,-7797408.83
International Index Fund 19,19,2025-11-01,-544011.84
International Index Fund 26,26,2025-11-01,10101171.7
International Index Fund 49,49,2025-11-01,10750417.58
Large Cap Index Fund 07,7,2025-11-01,10453314.6
Large Cap Index Fund 08,8,2025-11-01,23710190.86
Large Cap Index Fund 18,18,2025-11-01,17683763.4
Large Cap Index Fund 48,48,2025-11-01,20713777.67
Municipal Bond Fund 13,13,2025-11-01,11867038.77
Municipal Bond Fund 30,30,2025-11-01,7424875.04
Municipal Bond Fund 31,31,2025-11-01,9359378.36
Prime Cash Reserves Fund 02,2,2025-11-01,22787379.05
Prime Cash Reserves Fund 29,29,2025-11-01,11111924.47
Prime Cash Reserves Fund 51,51,2025-11-01,3555802.17
Short Term Bond Fund 32,32,2025-11-01,7164259.95
Short Term Bond Fund 41,41,2025-11-01,11682940.64
Small Cap Index Fund 01,1,2025-11-01,10085390.6
Small Cap Index Fund 20,20,2025-11-01,15093471.22
Small Cap Index Fund 35,35,2025-11-01,31798488.76
Target Retirement 2030 Fund 16,16,2025-11-01,42587108.58
Target Retirement 2030 Fund 34,34,2025-11-01,35202797.61
Target Retirement 2040 Fund 15,15,2025-11-01,16389310.19
Target Retirement 2040 Fund 52,52,2025-11-01,37397293.23
Target Retirement 2050 Fund 05,5,2025-11-01,42829530.37
Total Bond Fund 04,4,2025-11-01,16149218.95
Total Market Index Fund 11,11,2025-11-01,9402725.72
Total Market Index Fund 39,39,2025-11-01,16404567.59
Total Market Index Fund 47,47,2025-11-01,2132479.86
Value Opportunities Fund 06,6,2025-11-01,3737099.64
Active Growth Fund 10,10,2025-12-01,8860397.53
Active Growth Fund 14,14,2025-12-01,8929651.62
Active Growth Fund 17,17,2025-12-01,1183804.84
Core Equity ETF Fund 12,12,2025-12-01,7023348.8
Core Equity ETF Fund 27,27,2025-12-01,24010492.54
Core Equity ETF Fund 38,38,2025-12-01,21473686.76
Core Plus Bond Fund 21,21,2025-12-01,-33061321.08
Core Plus Bond Fund 40,40,2025-12-01,27837750.98
Core Plus Bond Fund 43,43,2025-12-01,-17476529.96
Dividend ETF Fund 09,9,2025-12-01,21968704.56
Dividend ETF Fund 23,23,2025-12-01,28461914.74
Dividend ETF Fund 28,28,2025-12-01,25911939.8
Federal Money Market Fund 25,25,2025-12-01,6823273.05
Global Equity Fund 36,36,2025-12-01,-3705518.57
Global Equity Fund 50,50,2025-12-01,9318764.5
Growth ETF Fund 03,3,2025-12-01,18049961.54
Growth ETF Fund 22,22,2025-12-01,6345498.1
Growth ETF Fund 37,37,2025-12-01,21934357.62
Growth ETF Fund 42,42,2025-12-01,16481779.42
Growth ETF Fund 46,46,2025-12-01,16778091.12
International ETF Fund 24,24,2025-12-01,21080517.44
International ETF Fund 33,33,2025-12-01,14464956.87
International ETF Fund 44,44,2025-12-01,15164668.77
International ETF Fund 45,45,2025-12-01,36254018.82
International Index Fund 19,19,2025-12-01,7751310.31
International Index Fund 26,26,2025-12-01,12097545.32
International Index Fund 49,49,2025-12-01,-10128457.18
Large Cap Index Fund 07,7,2025-12-01,6438446.17
Large Cap Index Fund 08,8,2025-12-01,20752476.89
Large Cap Index Fund 18,18,2025-12-01,4931769.35
Large Cap Index Fund 48,48,2025-12-01,17921353.13
Municipal Bond Fund 13,13,2025-12-01,10863132.6
Municipal Bond Fund 30,30,2025-12-01,16088959.85
Municipal Bond Fund 31,31,2025-12-01,15057719.62
Prime Cash Reserves Fund 02,2,2025-12-01,8963445.96
Prime Cash Reserves Fund 29,29,2025-12-01,16237448.33
Prime Cash Reserves Fund 51,51,2025-12-01,12043870.44
Short Term Bond Fund 32,32,2025-12-01,13375329.56
Short Term Bond Fund 41,41,2025-12-01,-8390424.65
Small Cap Index Fund 01,1,2025-12-01,26324206.02
Small Cap Index Fund 20,20,2025-12-01,6404129.87
Small Cap Index Fund 35,35,2025-12-01,11840662.34
Target Retirement 2030 Fund 16,16,2025-12-01,22189896.1
Target Retirement 2030 Fund 34,34,2025-12-01,46065435.32
Target Retirement 2040 Fund 15,15,2025-12-01,38707918.34
Target Retirement 2040 Fund 52,52,2025-12-01,53329171.65
Target Retirement 2050 Fund 05,5,2025-12-01,51731684.4
Total Bond Fund 04,4,2025-12-01,13854196.15
Total Market Index Fund 11,11,2025-12-01,20121307.87
Total Market Index Fund 39,39,2025-12-01,14548602.0
Total Market Index Fund 47,47,2025-12-01,2270255.72
Value Opportunities Fund 06,6,2025-12-01,-9360046.47
